Invoice ID,Customer type,Gender,Country,City,State,Postal Code,Product line,Quantity,Tax 5%,Sales,Ship Mode,Date,Payment_Type,CRating
732-67-5346,Normal,Female,United States,San Francisco,California,94110,Food and beverages,5,3.4475,72.3975,Standard Class,20/02/2020,Credit card,7.80
725-32-9708,Member,Female,United States,San Francisco,California,94110,Fashion accessories,4,13.742,288.582,Standard Class,21/02/2020,Cash,4.10
256-08-8343,Normal,Female,United States,San Francisco,California,94110,Home and lifestyle,4,11.306,237.426,Standard Class,22/02/2020,Ewallet,
372-26-1506,Normal,Female,United States,San Francisco,California,94110,Fashion accessories,5,5.955,125.055,Standard Class,23/02/2020,Ewallet,5.40
244-08-0162,Normal,Female,United States,San Francisco,California,94110,Health and beauty,10,17.105,359.205,Standard Class,24/02/2020,Cash,5.10
569-71-4390,Normal,Female,United States,San Francisco,California,94110,Sports and travel,2,2.187,45.927,Standard Class,25/02/2020,Ewallet,6.90
132-23-6451,Member,Female,United States,San Francisco,California,94110,Health and beauty,5,5.2425,110.0925,Standard Class,26/02/2020,Cash,7.80
696-90-2548,Normal,Female,United States,San Francisco,California,94110,Sports and travel,3,3.876,81.396,Standard Class,27/02/2020,Ewallet,6.60
472-15-9636,Normal,Female,United States,Seattle,Washington,98105,Home and lifestyle,8,20.372,427.812,Standard Class,28/02/2020,Ewallet,9.20
268-03-6164,Normal,Female,United States,Seattle,Washington,98105,Health and beauty,1,4.8055,100.9155,Standard Class,29/02/2020,Ewallet,7.80
750-57-9686,Normal,Female,United States,Huntington Beach,California,92646,Home and lifestyle,4,9.076,190.596,Standard Class,01/03/2020,Credit card,8.70
186-09-3669,Member,Female,United States,Los Angeles,California,90004,Health and beauty,1,4.0755,85.5855,Standard Class,02/03/2020,Ewallet,9.20
848-07-1692,Normal,Female,United States,Richmond,Kentucky,40475,Health and beauty,2,5.722,120.162,Standard Class,03/03/2020,Ewallet,8.30
745-71-3520,Member,Female,United States,Los Angeles,California,90045,Electronic accessories,7,8.827,185.367,Standard Class,04/03/2020,Cash,8.20
266-76-6436,Member,Female,United States,Los Angeles,California,90045,Food and beverages,3,5.79,121.59,Standard Class,05/03/2020,Ewallet,7.50
740-22-2500,Normal,Female,United States,Louisville,Colorado,80027,Electronic accessories,3,12.6075,264.7575,First Class,06/03/2020,Cash,9.80
271-88-8734,Member,Female,United States,Lawrence,Massachusetts,1841,Fashion accessories,10,48.605,1020.705,Standard Class,07/03/2020,Credit card,8.70
301-81-8610,Member,Female,United States,Lawrence,Massachusetts,1841,Fashion accessories,8,10.168,213.528,Standard Class,08/03/2020,Credit card,6.70
489-64-4354,Normal,Female,United States,Jackson,Mississippi,39212,Fashion accessories,1,0.814,17.094,Second Class,09/03/2020,Cash,5.00
198-84-7132,Member,Female,United States,Canton,Michigan,48187,Fashion accessories,9,18.2745,383.7645,Second Class,10/03/2020,Cash,7.00
269-10-8440,Member,Female,United States,Canton,Michigan,48187,Health and beauty,7,18.6095,390.7995,Second Class,11/03/2020,Cash,8.90
650-98-6268,Member,Female,United States,New Rochelle,New York,10801,Food and beverages,3,3.1305,65.7405,First Class,12/03/2020,Credit card,8.00
741-73-3559,Normal,Female,United States,San Antonio,Texas,78207,Sports and travel,5,16.8175,353.1675,Standard Class,13/03/2020,Cash,6.90
325-77-6186,Member,Female,United States,Gastonia,North Carolina,28052,Home and lifestyle,10,45.325,951.825,Standard Class,14/03/2020,Ewallet,7.30
286-75-7818,Normal,Female,United States,Gastonia,North Carolina,28052,Fashion accessories,2,6.908,145.068,Standard Class,15/03/2020,Credit card,
574-57-9721,Normal,Female,United States,Gastonia,North Carolina,28052,Food and beverages,2,4.327,90.867,Standard Class,16/03/2020,Ewallet,5.70
459-50-7686,Normal,Female,United States,Gastonia,North Carolina,28052,Electronic accessories,6,7.038,147.798,Standard Class,17/03/2020,Ewallet,6.40
616-87-0016,Normal,Female,United States,Lowell,Massachusetts,1852,Fashion accessories,7,33.439,702.219,First Class,18/03/2020,Credit card,9.60
837-55-7229,Normal,Female,United States,Jacksonville,Florida,32216,Fashion accessories,1,2.372,49.812,Standard Class,19/03/2020,Credit card,6.80
751-69-0068,Normal,Male,United States,Jacksonville,Florida,32216,Sports and travel,9,44.658,937.818,Standard Class,20/03/2020,Ewallet,9.00
257-73-1380,Member,Male,United States,Chicago,Illinois,60623,Sports and travel,4,16.586,348.306,Second Class,21/03/2020,Ewallet,9.60
345-08-4992,Normal,Male,United States,Chicago,Illinois,60623,Home and lifestyle,6,10.197,214.137,Second Class,22/03/2020,Credit card,7.70
549-96-4200,Member,Male,United States,Houston,Texas,77070,Food and beverages,4,3.408,71.568,Standard Class,23/03/2020,Ewallet,7.00
810-60-6344,Normal,Female,United States,New York City,New York,10024,Electronic accessories,8,16.344,343.224,Second Class,24/03/2020,Credit card,6.50
450-28-2866,Member,Male,United States,Detroit,Michigan,48227,Food and beverages,5,4.36,91.56,Second Class,25/03/2020,Cash,8.10
394-30-3170,Member,Female,United States,Detroit,Michigan,48227,Sports and travel,8,35.372,742.812,Second Class,26/03/2020,Credit card,4.30
138-17-5109,Member,Female,United States,Detroit,Michigan,48227,Home and lifestyle,9,40.1445,843.0345,Second Class,27/03/2020,Credit card,6.50
192-98-7397,Normal,Male,United States,Detroit,Michigan,48227,Fashion accessories,1,0.639,13.419,Second Class,28/03/2020,Ewallet,9.50
301-11-9629,Normal,Female,United States,Detroit,Michigan,48227,Sports and travel,7,6.685,140.385,Second Class,29/03/2020,Cash,9.70
390-80-5128,Member,Female,United States,Detroit,Michigan,48227,Health and beauty,1,0.9575,20.1075,Second Class,30/03/2020,Credit card,9.50
235-46-8343,Member,Male,United States,Columbus,Indiana,47201,Food and beverages,10,13.83,290.43,Second Class,31/03/2020,Credit card,8.90
453-12-7053,Normal,Male,United States,Auburn,New York,13021,Fashion accessories,3,6.861,144.081,Second Class,01/04/2020,Credit card,6.50
296-11-7041,Member,Female,United States,Auburn,New York,13021,Health and beauty,1,1.3535,28.4235,Second Class,02/04/2020,Credit card,5.30
449-27-2918,Member,Female,United States,Auburn,New York,13021,Sports and travel,1,1.956,41.076,Second Class,03/04/2020,Credit card,9.60
891-01-7034,Normal,Female,United States,Auburn,New York,13021,Electronic accessories,6,22.413,470.673,Second Class,04/04/2020,Cash,6.70
744-09-5786,Normal,Male,United States,Auburn,New York,13021,Electronic accessories,6,6.603,138.663,Second Class,05/04/2020,Cash,7.60
727-17-0390,Normal,Female,United States,Auburn,New York,13021,Food and beverages,5,15.9025,333.9525,Second Class,06/04/2020,Ewallet,
568-88-3448,Normal,Male,United States,Akron,Ohio,44312,Health and beauty,1,1.25,26.25,Standard Class,07/04/2020,Ewallet,5.50
187-83-5490,Member,Male,United States,Akron,Ohio,44312,Electronic accessories,4,4.154,87.234,Standard Class,08/04/2020,Cash,4.70
767-54-1907,Member,Female,United States,Norman,Oklahoma,73071,Fashion accessories,5,7.39,155.19,Standard Class,09/04/2020,Cash,6.90
710-46-4433,Member,Female,United States,Concord,California,94521,Food and beverages,9,34.83,731.43,Standard Class,10/04/2020,Credit card,4.50
533-33-5337,Normal,Male,United States,Decatur,Illinois,62521,Electronic accessories,10,39.695,833.595,Standard Class,11/04/2020,Cash,6.20
325-90-8763,Member,Female,United States,Decatur,Illinois,62521,Electronic accessories,10,23.285,488.985,Standard Class,12/04/2020,Cash,7.60
729-46-7422,Normal,Male,United States,Seattle,Washington,98115,Food and beverages,1,1.7945,37.6845,Standard Class,13/04/2020,Credit card,7.90
639-76-1242,Normal,Male,United States,Seattle,Washington,98115,Food and beverages,5,10.13,212.73,Standard Class,14/04/2020,Cash,4.50
234-03-4040,Member,Female,United States,Seattle,Washington,98115,Food and beverages,10,36.525,767.025,Standard Class,15/04/2020,Credit card,8.70
326-71-2155,Normal,Female,United States,Phoenix,Arizona,85023,Sports and travel,4,14.79,310.59,Standard Class,16/04/2020,Cash,6.10
320-32-8842,Member,Female,United States,Phoenix,Arizona,85023,Food and beverages,1,1.131,23.751,Standard Class,17/04/2020,Cash,6.40
470-32-9057,Member,Male,United States,Phoenix,Arizona,85023,Food and beverages,5,12.835,269.535,Standard Class,18/04/2020,Credit card,9.10
878-30-2331,Member,Female,United States,Phoenix,Arizona,85023,Sports and travel,10,27.275,572.775,Standard Class,19/04/2020,Credit card,7.10
440-59-5691,Member,Female,United States,Phoenix,Arizona,85023,Health and beauty,7,13.0025,273.0525,Standard Class,20/04/2020,Credit card,7.70
554-53-3790,Normal,Male,United States,Park Ridge,Illinois,60068,Sports and travel,6,11.106,233.226,Standard Class,21/04/2020,Cash,4.50
746-19-0921,Normal,Male,United States,Amarillo,Texas,79109,Food and beverages,1,1.079,22.659,Standard Class,22/04/2020,Ewallet,7.20
233-34-0817,Member,Female,United States,Chicago,Illinois,60610,Electronic accessories,1,4.942,103.782,Second Class,23/04/2020,Cash,8.40
767-05-1286,Member,Female,United States,Lindenhurst,New York,11757,Home and lifestyle,6,25.131,527.751,Standard Class,24/04/2020,Ewallet,5.40
340-21-9136,Member,Female,United States,San Francisco,California,94110,Sports and travel,4,8.01,168.21,Second Class,25/04/2020,Cash,9.70
405-31-3305,Member,Male,United States,San Francisco,California,94110,Fashion accessories,10,21.565,452.865,Second Class,26/04/2020,Credit card,5.50
731-59-7531,Member,Male,United States,San Francisco,California,94110,Health and beauty,8,29.028,609.588,Second Class,27/04/2020,Cash,4.60
676-39-6028,Member,Female,United States,San Francisco,California,94110,Electronic accessories,5,16.11,338.31,Second Class,28/04/2020,Cash,
502-05-1910,Normal,Male,United States,San Francisco,California,94110,Health and beauty,3,9.777,205.317,Second Class,29/04/2020,Credit card,6.30
485-30-8700,Normal,Female,United States,San Francisco,California,94110,Sports and travel,5,8.315,174.615,Second Class,30/04/2020,Credit card,4.20
598-47-9715,Normal,Male,United States,Los Angeles,California,90008,Electronic accessories,4,16.814,353.094,Standard Class,01/05/2020,Ewallet,4.40
701-69-8742,Normal,Male,United States,Troy,New York,12180,Sports and travel,10,17.185,360.885,Standard Class,02/05/2020,Ewallet,6.70
575-67-1508,Normal,Male,United States,New York City,New York,10024,Electronic accessories,1,1.93,40.53,Standard Class,03/05/2020,Ewallet,6.70
541-08-3113,Normal,Male,United States,New York City,New York,10024,Food and beverages,8,26.388,554.148,Standard Class,04/05/2020,Cash,8.40
246-11-3901,Normal,Female,United States,San Diego,California,92024,Electronic accessories,10,16.4,344.4,Standard Class,05/05/2020,Cash,6.20
674-15-9296,Normal,Male,United States,New York City,New York,10024,Sports and travel,5,9.285,194.985,Standard Class,06/05/2020,Ewallet,5.00
305-18-3552,Member,Male,United States,New York City,New York,10024,Home and lifestyle,10,30.19,633.99,Standard Class,07/05/2020,Cash,6.00
493-65-6248,Member,Female,United States,Los Angeles,California,90045,Sports and travel,10,18.49,388.29,First Class,08/05/2020,Credit card,7.00
438-01-4015,Member,Female,United States,Los Angeles,California,90045,Sports and travel,4,9.898,207.858,First Class,09/05/2020,Ewallet,6.60
709-58-4068,Normal,Female,United States,Los Angeles,California,90045,Fashion accessories,10,20.545,431.445,First Class,10/05/2020,Cash,7.30
795-49-7276,Normal,Male,United States,Chicago,Illinois,60610,Fashion accessories,4,7.43,156.03,First Class,11/05/2020,Ewallet,8.30
556-72-8512,Normal,Male,United States,Huntsville,Texas,77340,Home and lifestyle,1,1.148,24.108,Second Class,12/05/2020,Cash,4.30
627-95-3243,Member,Female,United States,Huntsville,Texas,77340,Home and lifestyle,9,34.956,734.076,Second Class,13/05/2020,Ewallet,9.80
686-41-0932,Normal,Female,United States,Huntsville,Texas,77340,Fashion accessories,2,3.47,72.87,Second Class,14/05/2020,Ewallet,8.20
510-09-5628,Member,Female,United States,Rochester,New York,14609,Fashion accessories,10,9.83,206.43,Standard Class,15/05/2020,Credit card,7.20
608-04-3797,Member,Female,United States,Rochester,New York,14609,Health and beauty,8,10.128,212.688,Standard Class,16/05/2020,Ewallet,8.70
148-82-2527,Member,Female,United States,Seattle,Washington,98115,Home and lifestyle,10,6.06,127.26,Standard Class,17/05/2020,Credit card,8.40
437-53-3084,Normal,Male,United States,Memphis,Tennessee,38109,Fashion accessories,2,9.989,209.769,Second Class,18/05/2020,Ewallet,7.10
632-32-4574,Normal,Male,United States,Fayetteville,Arkansas,72701,Sports and travel,8,30.368,637.728,Standard Class,19/05/2020,Cash,5.50
556-97-7101,Normal,Female,United States,Costa Mesa,California,92627,Electronic accessories,2,6.322,132.762,Standard Class,20/05/2020,Cash,
862-59-8517,Normal,Female,United States,Costa Mesa,California,92627,Food and beverages,6,27.072,568.512,Standard Class,21/05/2020,Cash,6.20
401-18-8016,Member,Female,United States,Costa Mesa,California,92627,Sports and travel,1,4.9065,103.0365,Standard Class,22/05/2020,Cash,8.90
420-18-8989,Member,Female,United States,Costa Mesa,California,92627,Sports and travel,8,20.608,432.768,Standard Class,23/05/2020,Cash,9.60
277-63-2961,Member,Male,United States,Parker,Colorado,80134,Sports and travel,1,3.6985,77.6685,Standard Class,24/05/2020,Credit card,5.40
573-98-8548,Member,Female,United States,Parker,Colorado,80134,Fashion accessories,1,1.595,33.495,Standard Class,25/05/2020,Ewallet,9.10
620-02-2046,Normal,Male,United States,Parker,Colorado,80134,Home and lifestyle,2,6.94,145.74,Standard Class,26/05/2020,Ewallet,9.00
282-35-2475,Normal,Female,United States,Parker,Colorado,80134,Sports and travel,2,9.331,195.951,Standard Class,27/05/2020,Cash,6.30
511-54-3087,Normal,Male,United States,Parker,Colorado,80134,Sports and travel,1,4.4225,92.8725,Standard Class,28/05/2020,Credit card,9.50
726-29-6793,Member,Male,United States,New York City,New York,10024,Electronic accessories,8,9.672,203.112,Second Class,29/05/2020,Ewallet,9.80
387-49-4215,Member,Female,United States,Atlanta,Georgia,30318,Sports and travel,3,7.275,152.775,Standard Class,30/05/2020,Cash,6.70
862-17-9201,Normal,Female,United States,Atlanta,Georgia,30318,Food and beverages,6,25.215,529.515,Standard Class,31/05/2020,Credit card,7.70
291-21-5991,Member,Male,United States,Atlanta,Georgia,30318,Health and beauty,5,15.3225,321.7725,Standard Class,01/06/2020,Cash,7.00
602-80-9671,Member,Female,United States,Atlanta,Georgia,30318,Home and lifestyle,6,4.785,100.485,Standard Class,02/06/2020,Credit card,5.10
347-72-6115,Member,Female,United States,Gladstone,Missouri,64118,Sports and travel,7,31.759,666.939,First Class,03/06/2020,Credit card,6.20
209-61-0206,Normal,Female,United States,Gladstone,Missouri,64118,Home and lifestyle,5,10.7275,225.2775,First Class,04/06/2020,Ewallet,6.10
595-27-4851,Normal,Female,United States,Newark,Ohio,43055,Fashion accessories,7,18.998,398.958,First Class,05/06/2020,Ewallet,9.30
189-52-0236,Normal,Male,United States,Los Angeles,California,90049,Electronic accessories,7,34.8425,731.6925,Standard Class,06/06/2020,Cash,7.60
503-07-0930,Member,Male,United States,Los Angeles,California,90049,Sports and travel,7,20.4365,429.1665,Standard Class,07/06/2020,Credit card,8.20
413-20-6708,Member,Female,United States,Great Falls,Montana,59405,Fashion accessories,1,2.5735,54.0435,Standard Class,08/06/2020,Ewallet,8.50
425-85-2085,Member,Male,United States,Great Falls,Montana,59405,Health and beauty,5,13.715,288.015,Standard Class,09/06/2020,Ewallet,9.80
521-18-7827,Member,Male,United States,Great Falls,Montana,59405,Home and lifestyle,5,9.8475,206.7975,Standard Class,10/06/2020,Credit card,8.70
220-28-1851,Normal,Male,United States,Great Falls,Montana,59405,Home and lifestyle,2,3.473,72.933,Standard Class,11/06/2020,Ewallet,
600-38-9738,Member,Male,United States,Houston,Texas,77041,Sports and travel,5,17.98,377.58,Standard Class,12/06/2020,Credit card,4.30
734-91-1155,Normal,Female,United States,Houston,Texas,77041,Electronic accessories,3,6.8565,143.9865,Standard Class,13/06/2020,Credit card,7.70
451-28-5717,Member,Female,United States,Houston,Texas,77041,Home and lifestyle,6,24.951,523.971,Standard Class,14/06/2020,Cash,7.30
609-81-8548,Member,Female,United States,Detroit,Michigan,48234,Home and lifestyle,6,11.232,235.872,First Class,15/06/2020,Credit card,5.90
133-14-7229,Normal,Male,United States,Los Angeles,California,90032,Health and beauty,2,6.287,132.027,First Class,16/06/2020,Cash,5.00
534-01-4457,Normal,Male,United States,Los Angeles,California,90032,Food and beverages,6,24.513,514.773,First Class,17/06/2020,Credit card,8.00
719-89-8991,Member,Female,United States,Lawrence,Massachusetts,1841,Sports and travel,5,22.8525,479.9025,Standard Class,18/06/2020,Ewallet,7.10
286-62-6248,Normal,Male,United States,Lakeland,Florida,33801,Fashion accessories,4,7.842,164.682,Standard Class,19/06/2020,Credit card,9.00
339-38-9982,Member,Male,United States,Lakeland,Florida,33801,Fashion accessories,2,5.986,125.706,Standard Class,20/06/2020,Ewallet,6.70
827-44-5872,Member,Female,United States,Philadelphia,Pennsylvania,19134,Food and beverages,10,27.18,570.78,Standard Class,21/06/2020,Credit card,6.10
827-77-7633,Normal,Male,United States,Philadelphia,Pennsylvania,19134,Sports and travel,9,44.1405,926.9505,Standard Class,22/06/2020,Cash,9.30
287-83-1405,Normal,Male,United States,Philadelphia,Pennsylvania,19134,Health and beauty,6,7.629,160.209,Standard Class,23/06/2020,Ewallet,7.00
435-13-4908,Member,Male,United States,Los Angeles,California,90036,Fashion accessories,8,34.672,728.112,Second Class,24/06/2020,Credit card,7.20
857-67-9057,Normal,Male,United States,Los Angeles,California,90032,Electronic accessories,10,11.475,240.975,Standard Class,25/06/2020,Ewallet,8.20
236-27-1144,Normal,Female,United States,Montgomery,Alabama,36116,Food and beverages,9,7.3395,154.1295,Second Class,26/06/2020,Ewallet,8.40
892-05-6689,Normal,Female,United States,Montgomery,Alabama,36116,Home and lifestyle,5,7.08,148.68,Second Class,27/06/2020,Ewallet,6.20
583-41-4548,Normal,Male,United States,Mesa,Arizona,85204,Home and lifestyle,7,5.8345,122.5245,Standard Class,28/06/2020,Ewallet,7.40
339-12-4827,Member,Female,United States,Chicago,Illinois,60653,Fashion accessories,1,3.698,77.658,Second Class,29/06/2020,Credit card,5.00
643-38-7867,Normal,Male,United States,New York City,New York,10009,Home and lifestyle,1,4.897,102.837,Standard Class,30/06/2020,Ewallet,6.90
308-81-0538,Normal,Female,United States,Henderson,Kentucky,42420,Fashion accessories,4,14.61,306.81,Standard Class,01/07/2020,Credit card,4.90
358-88-9262,Member,Female,United States,Henderson,Kentucky,42420,Food and beverages,6,26.244,551.124,Standard Class,02/07/2020,Ewallet,5.10
460-35-4390,Normal,Male,United States,Green Bay,Wisconsin,54302,Home and lifestyle,3,4.602,96.642,First Class,03/07/2020,Ewallet,
343-87-0864,Member,Male,United States,Tucson,Arizona,85705,Health and beauty,1,3.794,79.674,First Class,04/07/2020,Credit card,7.10
173-50-1108,Member,Female,United States,Springfield,Ohio,45503,Sports and travel,4,4.036,84.756,Standard Class,05/07/2020,Credit card,5.00
243-47-2663,Member,Male,United States,Fort Worth,Texas,76106,Electronic accessories,6,5.631,118.251,Standard Class,06/07/2020,Credit card,5.50
841-18-8232,Normal,Female,United States,Fort Worth,Texas,76106,Food and beverages,1,3.56,74.76,Standard Class,07/07/2020,Credit card,9.20
701-23-5550,Member,Male,United States,Fort Worth,Texas,76106,Home and lifestyle,4,7.762,163.002,Standard Class,08/07/2020,Ewallet,4.90
647-50-1224,Normal,Female,United States,New York City,New York,10035,Fashion accessories,10,14.71,308.91,First Class,09/07/2020,Ewallet,8.90
541-48-8554,Normal,Male,United States,New York City,New York,10035,Sports and travel,9,27.4275,575.9775,First Class,10/07/2020,Credit card,6.00
539-21-7227,Normal,Female,United States,Chicago,Illinois,60653,Sports and travel,5,12.885,270.585,Second Class,11/07/2020,Cash,4.20
213-32-1216,Normal,Female,United States,Chicago,Illinois,60653,Electronic accessories,6,19.818,416.178,Second Class,12/07/2020,Cash,7.30
747-58-7183,Normal,Male,United States,Chicago,Illinois,60653,Fashion accessories,3,8.5905,180.4005,Second Class,13/07/2020,Ewallet,6.50
582-52-8065,Normal,Female,United States,San Francisco,California,94110,Fashion accessories,9,24.4395,513.2295,Second Class,14/07/2020,Cash,8.90
210-57-1719,Normal,Female,United States,Jacksonville,Florida,32216,Health and beauty,9,26.208,550.368,First Class,15/07/2020,Cash,9.70
399-69-4630,Normal,Male,United States,Houston,Texas,77070,Electronic accessories,6,6.663,139.923,Standard Class,16/07/2020,Credit card,8.60
134-75-2619,Member,Male,United States,Anaheim,California,92804,Electronic accessories,7,6.762,142.002,Second Class,17/07/2020,Cash,6.90
356-44-8813,Normal,Male,United States,Wilmington,North Carolina,28403,Home and lifestyle,3,5.622,118.062,Second Class,18/07/2020,Credit card,7.70
198-66-9832,Member,Female,United States,Los Angeles,California,90045,Fashion accessories,2,7.204,151.284,Standard Class,19/07/2020,Cash,9.50
283-26-5248,Member,Female,United States,Los Angeles,California,90045,Food and beverages,10,49.26,1034.46,Standard Class,20/07/2020,Ewallet,4.50
712-39-0363,Member,Male,United States,Los Angeles,California,90045,Food and beverages,6,12.498,262.458,Standard Class,21/07/2020,Ewallet,5.60
218-59-9410,Member,Female,United States,San Francisco,California,94110,Home and lifestyle,3,10.863,228.123,Second Class,22/07/2020,Ewallet,8.20
174-75-0888,Normal,Male,United States,San Francisco,California,94110,Electronic accessories,9,9.711,203.931,Second Class,23/07/2020,Cash,7.30
866-99-7614,Normal,Male,United States,Tampa,Florida,33614,Food and beverages,10,44.6,936.6,Second Class,24/07/2020,Credit card,4.40
134-54-4720,Normal,Female,United States,Tampa,Florida,33614,Electronic accessories,8,16.968,356.328,Second Class,25/07/2020,Ewallet,
760-90-2357,Member,Male,United States,Seattle,Washington,98105,Electronic accessories,6,22.353,469.413,First Class,26/07/2020,Ewallet,5.00
514-37-2845,Normal,Male,United States,Seattle,Washington,98105,Fashion accessories,2,9.925,208.425,First Class,27/07/2020,Cash,9.00
698-98-5964,Normal,Female,United States,Los Angeles,California,90008,Food and beverages,10,40.605,852.705,First Class,28/07/2020,Credit card,6.30
718-57-9773,Normal,Female,United States,Seattle,Washington,98105,Sports and travel,10,24.665,517.965,Standard Class,29/07/2020,Credit card,9.40
651-88-7328,Normal,Female,United States,Seattle,Washington,98105,Fashion accessories,9,29.583,621.243,Standard Class,30/07/2020,Cash,7.70
241-11-2261,Normal,Female,United States,Seattle,Washington,98105,Fashion accessories,7,27.951,586.971,Standard Class,31/07/2020,Credit card,5.50
408-26-9866,Normal,Female,United States,Seattle,Washington,98105,Sports and travel,7,25.893,543.753,Standard Class,01/08/2020,Ewallet,4.10
834-83-1826,Member,Female,United States,New York City,New York,10024,Home and lifestyle,5,20.51,430.71,Standard Class,02/08/2020,Credit card,7.60
343-61-3544,Member,Male,United States,New York City,New York,10024,Sports and travel,10,13.335,280.035,Standard Class,03/08/2020,Cash,8.60
239-48-4278,Member,Male,United States,New York City,New York,10024,Food and beverages,7,3.5455,74.4555,Standard Class,04/08/2020,Ewallet,8.30
355-34-6244,Normal,Male,United States,New York City,New York,10024,Food and beverages,2,7.239,152.019,Standard Class,05/08/2020,Credit card,8.10
550-84-8664,Normal,Male,United States,Marysville,Washington,98270,Sports and travel,5,21.4775,451.0275,Standard Class,06/08/2020,Credit card,8.60
339-96-8318,Member,Male,United States,Long Beach,California,90805,Fashion accessories,7,28.4585,597.6285,Second Class,07/08/2020,Ewallet,6.30
458-61-0011,Normal,Male,United States,Long Beach,California,90805,Food and beverages,4,12.06,253.26,Second Class,08/08/2020,Cash,5.80
592-34-6155,Normal,Male,United States,Long Beach,California,90805,Food and beverages,4,6.354,133.434,Second Class,09/08/2020,Ewallet,6.20
797-88-0493,Normal,Female,United States,Chicago,Illinois,60610,Health and beauty,4,12.854,269.934,Standard Class,10/08/2020,Cash,7.70
207-73-1363,Normal,Male,United States,Chicago,Illinois,60610,Health and beauty,2,6.951,145.971,Standard Class,11/08/2020,Ewallet,8.10
390-31-6381,Normal,Male,United States,Los Angeles,California,90004,Food and beverages,3,4.083,85.743,Standard Class,12/08/2020,Cash,
443-82-0585,Member,Female,United States,Denver,Colorado,80219,Health and beauty,4,15.536,326.256,Standard Class,13/08/2020,Cash,
339-18-7061,Member,Female,United States,Denver,Colorado,80219,Fashion accessories,2,9.298,195.258,Standard Class,14/08/2020,Credit card,
359-90-3665,Member,Female,United States,Denver,Colorado,80219,Fashion accessories,4,3.616,75.936,Standard Class,15/08/2020,Credit card,
375-72-3056,Normal,Male,United States,Denver,Colorado,80219,Sports and travel,3,9.459,198.639,Standard Class,16/08/2020,Ewallet,
127-47-6963,Normal,Male,United States,Denver,Colorado,80219,Health and beauty,4,10.342,217.182,Standard Class,17/08/2020,Credit card,9.80
278-86-2735,Normal,Female,United States,Richmond,Kentucky,40475,Food and beverages,3,7.851,164.871,Standard Class,18/08/2020,Cash,9.20
695-28-6250,Normal,Female,United States,Richmond,Kentucky,40475,Sports and travel,5,10.765,226.065,Standard Class,19/08/2020,Ewallet,7.70
379-17-6588,Normal,Male,United States,Salem,Oregon,97301,Fashion accessories,10,29.805,625.905,Standard Class,20/08/2020,Cash,5.30
227-50-3718,Normal,Male,United States,Salem,Oregon,97301,Health and beauty,5,3.655,76.755,Standard Class,21/08/2020,Cash,4.40
302-15-2162,Member,Male,United States,Salem,Oregon,97301,Health and beauty,6,13.959,293.139,Standard Class,22/08/2020,Credit card,4.30
788-07-8452,Member,Female,United States,Salem,Oregon,97301,Home and lifestyle,7,8.484,178.164,Standard Class,23/08/2020,Ewallet,9.40
560-49-6611,Member,Female,United States,Laredo,Texas,78041,Sports and travel,1,2.279,47.859,Standard Class,24/08/2020,Cash,9.80
880-35-0356,Member,Female,United States,Laredo,Texas,78041,Sports and travel,3,11.28,236.88,Standard Class,25/08/2020,Ewallet,4.80
585-11-6748,Member,Male,United States,San Diego,California,92024,Sports and travel,3,14.52,304.92,Standard Class,26/08/2020,Cash,5.30
470-31-3286,Normal,Male,United States,San Diego,California,92024,Health and beauty,3,2.223,46.683,Standard Class,27/08/2020,Credit card,8.70
152-68-2907,Normal,Male,United States,San Diego,California,92024,Food and beverages,3,7.83,164.43,Standard Class,28/08/2020,Credit card,9.50
123-35-4896,Normal,Female,United States,San Diego,California,92024,Sports and travel,9,20.997,440.937,Standard Class,29/08/2020,Ewallet,5.30
258-69-7810,Normal,Female,United States,Philadelphia,Pennsylvania,19134,Fashion accessories,5,9.2125,193.4625,First Class,30/08/2020,Cash,9.20
334-64-2006,Member,Female,United States,Philadelphia,Pennsylvania,19120,Home and lifestyle,2,7.032,147.672,Standard Class,31/08/2020,Ewallet,9.60
219-61-4139,Normal,Male,United States,Philadelphia,Pennsylvania,19120,Electronic accessories,1,4.154,87.234,Standard Class,01/09/2020,Ewallet,6.40
881-41-7302,Normal,Female,United States,Philadelphia,Pennsylvania,19120,Fashion accessories,1,3.2495,68.2395,Standard Class,02/09/2020,Credit card,4.50
373-09-4567,Normal,Male,United States,Tampa,Florida,33614,Food and beverages,10,38.78,814.38,Standard Class,03/09/2020,Ewallet,6.90
642-30-6693,Normal,Female,United States,Tampa,Florida,33614,Sports and travel,6,16.353,343.413,Standard Class,04/09/2020,Ewallet,7.80
484-22-8230,Member,Female,United States,Tampa,Florida,33614,Fashion accessories,7,18.1615,381.3915,Standard Class,05/09/2020,Cash,4.50
830-58-2383,Normal,Male,United States,Tampa,Florida,33614,Home and lifestyle,4,6.35,133.35,Standard Class,06/09/2020,Cash,8.60
559-98-9873,Member,Female,United States,Tampa,Florida,33614,Fashion accessories,7,18.7775,394.3275,Standard Class,07/09/2020,Ewallet,5.20
544-32-5024,Member,Female,United States,Philadelphia,Pennsylvania,19134,Food and beverages,4,9.958,209.118,Standard Class,08/09/2020,Credit card,6.40
318-12-0304,Normal,Male,United States,Philadelphia,Pennsylvania,19134,Fashion accessories,1,1.5305,32.1405,Standard Class,09/09/2020,Ewallet,5.20
